reg_season_Age,reg_season_G,reg_season_GS,reg_season_AS,reg_season_MP,reg_season_FG,reg_season_FGA,reg_season_2P,reg_season_2PA,reg_season_3P,reg_season_3PA,reg_season_FT,reg_season_FTA,reg_season_ORB,reg_season_DRB,reg_season_TRB,reg_season_AST,reg_season_STL,reg_season_BLK,reg_season_TOV,reg_season_PF,reg_season_PTS,reg_season_FG%,reg_season_2P%,reg_season_3P%,reg_season_FT%,reg_season_TS%,reg_season_eFG%,reg_season_Pos,reg_season_WS,reg_season_ORtg,reg_season_DRtg,reg_season_OWS,reg_season_DWS,reg_season_WS/48,reg_season_OBPM,reg_season_DBPM,reg_season_BPM,reg_season_VORP,reg_season_PER,reg_season_ORB%,reg_season_DRB%,reg_season_TRB%,reg_season_AST%,reg_season_STL%,reg_season_BLK%,reg_season_TOV%,reg_season_USG%,Player_Cleaned,Salary,Adjusted Salary
30,62,62,0,34.6,8.6,18.8,5.7,11.2,2.9,7.6,1.9,2.7,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,0.46,0.509,0.388,0.682,0.553,0.539,G,3.6,111.0,117,2.6,1.0,0.081,3.2,-1.3,1.9,2.1,18.3,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,cjmccollum,30864198.0,33660419.0
21,75,74,0,35.3,6.4,13.3,4.7,9.1,1.8,4.1,2.8,3.3,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0.485,0.512,0.427,0.866,0.594,0.552,G,7.3,121.0,115,5.4,1.9,0.132,1.3,-0.7,0.6,1.8,16.2,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,tyresemaxey,2602920.0,2838738.0
25,65,33,0,26.3,2.8,7.1,0.7,1.2,2.1,5.9,2.2,2.8,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,0.399,0.6,0.36,0.794,0.602,0.55,G,2.8,120.0,118,2.2,0.5,0.078,-1.3,-1.0,-2.3,-0.1,11.0,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,garrisonmathews,2000000.0,2181195.0
24,61,61,0,30.8,5.1,11.5,2.9,5.3,2.2,6.2,2.3,2.6,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0.445,0.548,0.358,0.868,0.582,0.542,F-C,5.0,117.0,110,2.7,2.3,0.127,0.4,-0.1,0.4,1.1,14.7,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,laurimarkkanen,15690909.0,17112467.0
25,81,33,0,28.6,4.1,8.5,3.2,6.0,0.9,2.6,1.6,2.0,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,0.484,0.535,0.365,0.78,0.572,0.539,G-F,5.5,117.0,112,3.1,2.4,0.113,-0.8,0.2,-0.6,0.8,13.4,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,terancemann,1782621.0,1944122.0
35,63,63,0,33.9,4.4,10.0,2.1,3.9,2.3,6.1,2.3,2.8,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,0.44,0.539,0.377,0.851,0.6,0.555,G,6.4,118.0,110,3.7,2.7,0.143,1.1,0.8,2.0,2.1,15.0,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,kylelowry,26984128.0,29428824.0
25,82,80,0,21.1,2.5,4.4,2.5,4.4,0.0,0.0,0.9,1.5,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0.571,0.573,0.0,0.6,0.586,0.571,F-C,6.8,128.0,105,3.5,3.2,0.187,-0.9,1.7,0.9,1.3,15.7,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,kevonlooney,5178572.0,5647738.0
31,29,29,0,36.4,7.7,19.0,4.5,9.2,3.2,9.8,5.5,6.2,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,0.402,0.485,0.324,0.878,0.55,0.486,G,1.7,112.0,120,1.7,0.1,0.079,4.0,-2.7,1.3,0.9,18.5,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,damianlillard,39344900.0,42909452.0
27,58,49,0,30.7,6.5,14.7,5.1,10.3,1.4,4.4,2.5,3.3,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,0.444,0.497,0.32,0.756,0.525,0.492,G-F,2.2,108.0,116,1.2,1.0,0.059,0.0,-1.2,-1.2,0.4,15.1,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,carislevert,17500000.0,19085457.0
26,67,67,1,34.7,8.4,17.7,5.7,10.6,2.8,7.1,4.8,5.6,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,0.476,0.534,0.389,0.853,0.605,0.554,G-F,5.8,115.0,116,4.5,1.3,0.12,3.9,-1.5,2.4,2.6,20.0,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,zachlavine,19500000.0,21266652.0
26,66,66,0,33.4,6.4,14.2,4.5,8.5,1.9,5.7,2.4,3.3,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,0.452,0.526,0.341,0.712,0.547,0.52,F,2.0,103.0,113,0.0,2.0,0.044,0.2,-0.4,-0.2,1.0,15.2,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,kylekuzma,13000000.0,14177768.0
22,77,36,0,23.4,3.0,6.7,1.6,2.5,1.5,4.2,0.7,0.8,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,0.455,0.629,0.35,0.871,0.586,0.564,G-F,2.3,114.0,118,1.6,0.7,0.061,-0.8,-1.5,-2.3,-0.1,10.9,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,coreykispert,3383640.0,3690189.0
30,65,39,0,24.6,2.7,6.2,1.7,3.7,1.0,2.4,1.5,1.7,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0,0.445,0.465,0.414,0.885,0.579,0.526,G,2.5,115.0,116,1.7,0.8,0.075,-2.0,-0.1,-2.1,0.0,11.4,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,coryjoseph,7310000.0,7972268.0
26,74,74,1,33.5,10.3,17.7,9.0,13.8,1.3,3.9,5.1,6.3,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,0.583,0.652,0.337,0.81,0.661,0.62,C-F,15.2,126.0,105,10.8,4.5,0.296,9.2,4.5,13.7,9.8,32.8,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,nikolajokic,31044906.0,33857499.0
22,75,74,0,31.9,6.3,13.5,4.2,8.2,2.1,5.3,2.4,3.1,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,0.466,0.51,0.398,0.756,0.574,0.545,G,4.9,114.0,114,2.9,2.0,0.098,0.7,-1.2,-0.5,0.9,15.2,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,keldonjohnson,2145720.0,2340117.0
37,56,56,1,37.2,11.4,21.8,8.6,13.8,2.9,8.0,4.5,6.0,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,0.524,0.62,0.359,0.756,0.619,0.59,F-G,7.5,117.0,111,5.2,2.3,0.172,6.9,0.8,7.7,5.1,26.2,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,lebronjames,41180544.0,44911401.0
31,75,75,0,31.2,6.4,16.3,4.2,9.5,2.2,6.8,1.8,2.2,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,0.392,0.439,0.326,0.847,0.488,0.46,G,0.4,99.0,113,-1.7,2.0,0.008,-1.4,-1.6,-3.0,-0.6,12.1,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,reggiejackson,10384500.0,11325310.0
22,78,78,0,27.3,5.5,13.3,3.9,8.1,1.6,5.1,3.6,4.4,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,0.415,0.476,0.319,0.823,0.535,0.477,F,5.4,109.0,106,1.7,3.7,0.121,-0.9,0.8,-0.1,1.0,17.0,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,jarenjackson,9180560.0,10012296.0
29,29,29,0,37.6,10.0,21.2,6.5,13.0,3.4,8.2,4.1,4.4,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4,0.469,0.501,0.418,0.915,0.592,0.55,G,3.3,117.0,114,2.4,0.9,0.147,4.2,-1.2,3.0,1.4,21.4,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,kyrieirving,35328700.0,38529394.0
24,55,55,0,34.0,8.2,17.9,6.9,13.8,1.3,4.1,4.8,5.9,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7,0.461,0.501,0.327,0.826,0.554,0.498,F,3.9,111.0,115,2.5,1.3,0.099,2.6,-0.6,2.0,1.9,18.7,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,brandoningram,29467800.0,32137511.0
24,53,52,0,29.8,4.8,10.8,3.4,7.2,1.4,3.7,2.4,3.1,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,0.442,0.474,0.379,0.765,0.547,0.506,F,1.1,106.0,117,0.4,0.7,0.034,-2.4,-1.5,-3.9,-0.8,10.6,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,deandrehunter,7775400.0,8479832.0
23,74,60,0,29.6,4.7,10.3,2.5,4.7,2.2,5.6,0.6,0.7,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,0.454,0.53,0.389,0.808,0.57,0.559,G,2.8,112.0,117,1.8,1.0,0.062,-0.5,-0.7,-1.2,0.4,11.9,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,kevinhuerter,4253357.0,4638700.0
35,69,69,0,29.1,3.9,8.2,2.6,4.4,1.3,3.8,1.2,1.4,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,0.467,0.582,0.336,0.842,0.574,0.546,C-F,7.6,124.0,104,3.7,3.8,0.181,1.4,2.9,4.3,3.2,16.7,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,alhorford,27000000.0,29446134.0
28,45,37,0,23.9,4.4,6.7,4.4,6.6,0.0,0.1,1.6,2.0,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,0.66,0.664,0.4,0.778,0.689,0.663,C-F,3.2,127.0,114,2.4,0.9,0.145,-0.4,-0.1,-0.5,0.4,17.8,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,richaunholmes,10384500.0,11325310.0
32,74,65,0,27.8,3.5,8.9,1.1,2.4,2.4,6.5,0.7,0.8,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1,0.394,0.467,0.367,0.806,0.543,0.528,F,1.4,107.0,118,0.8,0.6,0.033,-1.4,-0.8,-2.2,-0.1,9.5,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,justinholiday,6006420.0,6550587.0
31,67,64,0,33.0,7.1,14.2,5.2,9.4,2.0,4.8,2.0,2.7,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,0.501,0.547,0.411,0.761,0.593,0.57,G,6.9,117.0,112,4.5,2.4,0.15,2.9,0.3,3.2,2.9,19.8,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,jrueholiday,31171333.0,33995380.0
29,81,32,0,30.9,5.5,13.6,2.3,4.7,3.2,8.8,1.4,1.6,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0.406,0.482,0.366,0.874,0.548,0.526,G-F,1.9,105.0,117,0.8,1.1,0.036,0.5,-1.7,-1.2,0.5,12.9,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,buddyhield,23073234.0,25163613.0
31,49,48,0,31.9,5.8,12.6,4.0,8.1,1.8,4.5,2.6,3.0,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,0.459,0.496,0.391,0.846,0.57,0.528,F-G,2.8,113.0,116,1.9,1.0,0.087,0.1,-0.8,-0.7,0.5,15.1,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,gordonhayward,29925000.0,32636132.0
20,66,40,0,25.0,2.7,7.0,2.0,4.4,0.7,2.5,0.9,1.1,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.383,0.452,0.263,0.77,0.461,0.431,G,0.5,97.0,113,-1.0,1.5,0.014,-4.3,0.8,-3.5,-0.6,9.3,2.2,12.0,6.9,24.6,2.3,1.9,18.4,15.7,killianhayes,5572680.0,6077551.0
21,70,28,0,20.0,3.5,5.7,3.2,4.9,0.3,0.8,2.1,2.7,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,0.616,0.66,0.351,0.766,0.68,0.641,F,5.1,132.0,113,3.7,1.3,0.174,0.6,-0.3,0.2,0.8,18.5,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,jaxsonhayes,5348280.0,5832821.0
26,54,53,0,33.2,5.3,10.5,4.0,6.6,1.4,3.9,3.0,3.9,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0.504,0.601,0.343,0.758,0.61,0.569,G,4.4,117.0,113,2.8,1.5,0.117,0.5,0.5,0.9,1.3,16.1,3.7,20.7,12.0,18.9,1.7,0.7,14.7,18.6,joshhart,12000000.0,13087170.0
29,73,73,0,34.8,6.8,14.0,5.4,10.2,1.4,3.8,2.3,2.8,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,0.482,0.525,0.367,0.842,0.566,0.532,F,5.6,113.0,112,3.0,2.6,0.105,0.6,-0.6,0.0,1.3,15.9,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,tobiasharris,35995950.0,39257095.0
27,61,30,0,28.4,3.9,9.1,2.0,4.1,1.9,5.0,1.4,1.6,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,0.434,0.494,0.384,0.874,0.571,0.539,G,2.2,110.0,116,1.1,1.0,0.06,-2.0,-0.4,-2.4,-0.2,10.9,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,garyharris,20932143.0,22828544.0
32,65,65,1,37.2,6.3,15.3,4.0,8.4,2.3,6.9,7.2,8.2,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,0.41,0.476,0.33,0.877,0.583,0.485,G,7.6,115.0,111,4.9,2.7,0.152,3.7,0.3,4.0,3.7,20.9,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,jamesharden,44310840.0,48325294.0
21,77,77,0,35.0,5.6,11.8,3.5,6.8,2.1,5.1,2.1,2.5,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,0.473,0.517,0.414,0.842,0.595,0.562,G,7.0,119.0,115,5.2,1.8,0.125,2.7,-0.1,2.6,3.1,18.2,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,tyresehaliburton,4023600.0,4388128.0
35,75,63,0,24.7,3.7,7.1,3.0,4.8,0.7,2.2,2.2,2.6,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,0.524,0.62,0.315,0.833,0.627,0.574,F,3.9,119.0,115,2.7,1.2,0.101,-1.2,-1.3,-2.5,-0.2,12.5,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,jeffgreen,4500000.0,4907689.0
28,65,45,0,23.4,2.7,5.0,2.2,3.4,0.6,1.6,1.2,1.5,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,0.542,0.625,0.356,0.833,0.637,0.597,F,4.4,131.0,112,2.9,1.5,0.139,-0.6,0.7,0.1,0.8,14.0,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,javontegreen,1669178.0,1820401.0
19,67,67,0,31.9,6.1,14.2,3.7,7.4,2.3,6.8,2.8,3.5,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,0.426,0.502,0.343,0.797,0.547,0.508,G,0.7,105.0,120,0.5,0.2,0.015,-0.5,-2.4,-2.9,-0.5,12.5,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,jalengreen,8992080.0,9806740.0
31,46,44,1,28.9,2.9,5.6,2.6,4.4,0.3,1.2,1.3,2.0,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,0.525,0.586,0.296,0.659,0.582,0.556,F,3.6,109.0,103,0.8,2.8,0.131,-1.4,4.6,3.2,1.8,14.3,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,draymondgreen,24026712.0,26203473.0
34,62,28,0,21.8,2.0,5.2,0.4,0.8,1.7,4.4,0.2,0.2,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,0.394,0.469,0.38,0.786,0.561,0.555,G-F,1.9,106.0,111,0.3,1.6,0.067,-1.4,0.8,-0.5,0.5,9.5,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,dannygreen,10000000.0,10905975.0
27,47,47,0,31.9,6.3,14.9,4.4,9.5,1.9,5.4,4.6,5.5,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,0.426,0.465,0.358,0.838,0.556,0.491,F,2.3,109.0,114,1.2,1.1,0.075,1.4,-0.2,1.2,1.2,16.1,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,jeramigrant,20002500.0,21814678.0
26,76,63,0,28.4,3.9,10.7,1.4,3.3,2.5,7.4,1.6,1.8,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,0.363,0.413,0.341,0.843,0.514,0.481,G,2.8,109.0,116,1.6,1.2,0.062,0.2,-1.2,-1.0,0.5,12.1,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,devontegraham,11000000.0,11996573.0
33,57,46,0,29.3,4.7,9.9,2.5,4.6,2.2,5.3,1.8,2.4,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,0.475,0.548,0.412,0.778,0.614,0.585,G-F,1.4,111.0,121,1.5,-0.1,0.04,-0.1,-2.2,-2.3,-0.1,12.1,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,ericgordon,18218818.0,19869398.0
26,75,75,0,31.7,5.8,11.1,4.6,7.7,1.2,3.5,2.3,3.1,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,0.52,0.605,0.335,0.743,0.602,0.573,F,5.2,115.0,114,3.2,2.0,0.105,0.5,-1.1,-0.6,0.9,15.3,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,aarongordon,16409091.0,17895714.0
29,66,66,1,32.1,5.5,7.7,5.5,7.6,0.0,0.1,4.6,6.7,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,0.713,0.718,0.0,0.69,0.732,0.713,C,11.7,137.0,103,7.3,4.3,0.264,2.9,1.7,4.6,3.6,24.7,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,rudygobert,35344828.0,38546983.0
23,56,56,0,34.7,8.5,18.8,6.9,13.5,1.6,5.3,5.9,7.2,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,0.453,0.514,0.3,0.81,0.557,0.496,G,4.6,111.0,113,2.8,1.8,0.113,2.9,0.5,3.4,2.7,20.9,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,shaigilgeousalexander,5495532.0,5993413.0
19,54,54,0,31.5,5.2,12.4,4.2,8.5,1.0,3.9,1.0,1.5,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,0.419,0.492,0.263,0.709,0.478,0.461,G,0.4,97.0,112,-1.3,1.7,0.01,-1.2,0.3,-0.9,0.5,13.3,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,joshgiddey,5988000.0,6530498.0
31,31,31,0,34.7,8.6,20.5,5.7,12.2,2.9,8.3,4.1,4.8,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,0.421,0.467,0.354,0.858,0.538,0.493,F,1.3,100.0,106,-0.6,1.9,0.057,1.8,1.9,3.7,1.6,18.6,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,paulgeorge,39344970.0,42909529.0
22,68,68,1,35.7,8.0,17.3,5.4,10.6,2.6,6.7,3.2,3.5,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,0.462,0.512,0.383,0.892,0.576,0.536,G,6.3,112.0,112,3.8,2.5,0.125,3.4,-0.8,2.6,2.8,19.0,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,dariusgarland,7040880.0,7678766.0
23,72,53,0,20.1,4.0,5.7,4.0,5.7,0.0,0.0,1.5,2.1,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,0.693,0.695,0.0,0.699,0.708,0.693,F,6.0,134.0,111,4.4,1.6,0.198,1.1,0.5,1.6,1.3,21.8,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,danielgafford,1782621.0,1944122.0
24,59,59,0,35.3,8.7,18.5,7.5,14.3,1.3,4.2,4.4,5.9,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,0.473,0.524,0.297,0.75,0.549,0.506,G,2.5,107.0,117,1.5,1.0,0.058,0.6,-1.2,-0.6,0.7,17.4,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,deaaronfox,28103500.0,30649609.0
29,80,80,0,29.5,5.0,12.1,2.0,4.3,3.0,7.7,1.0,1.4,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,0.417,0.465,0.389,0.708,0.554,0.541,G-F,3.7,109.0,113,1.5,2.2,0.075,-0.4,-0.3,-0.7,0.7,12.3,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,evanfournier,17142857.0,18695958.0
28,80,80,0,33.1,4.1,8.7,1.9,3.2,2.2,5.4,0.7,1.0,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0,0.471,0.599,0.395,0.675,0.604,0.595,F,6.6,119.0,110,3.4,3.2,0.121,0.1,0.7,0.8,1.9,12.5,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,dorianfinneysmith,4000000.0,4362390.0
24,71,31,0,17.5,3.1,5.2,3.0,4.9,0.1,0.3,1.4,1.8,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7,0.596,0.621,0.217,0.762,0.638,0.602,F,3.4,120.0,113,2.2,1.1,0.13,-0.5,-0.9,-1.4,0.2,18.0,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,dreweubanks,2239820.0,2442742.0
27,68,68,1,33.8,9.8,19.6,8.4,15.9,1.4,3.7,9.6,11.8,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,0.499,0.529,0.371,0.814,0.616,0.534,C,12.0,119.0,105,7.9,4.1,0.252,7.2,2.0,9.2,6.5,31.2,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,joelembiid,31579390.0,34440406.0
21,58,28,0,20.2,2.1,5.3,1.4,3.1,0.6,2.2,1.0,1.4,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,0.393,0.462,0.294,0.714,0.491,0.453,F,0.4,102.0,117,-0.1,0.5,0.016,-3.8,-1.5,-5.3,-1.0,9.2,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,cjelleby,1517981.0,1655506.0
20,72,72,0,34.3,7.6,17.3,4.6,8.9,3.0,8.4,3.1,3.9,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,0.441,0.519,0.357,0.786,0.56,0.527,G,4.3,108.0,112,1.8,2.4,0.084,1.6,-0.4,1.2,2.0,16.5,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,anthonyedwards,10245480.0,11173695.0
33,55,55,1,37.2,10.5,20.3,8.4,14.8,2.1,5.5,6.8,7.4,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,0.518,0.568,0.383,0.91,0.634,0.57,F-G,8.4,121.0,112,6.4,2.0,0.198,6.4,0.7,7.2,4.8,25.6,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,kevindurant,42018900.0,45825710.0
24,55,39,0,28.0,4.9,11.3,3.2,6.7,1.7,4.6,1.6,2.0,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1,0.432,0.475,0.369,0.804,0.537,0.507,G,0.9,104.0,117,0.2,0.7,0.029,-1.2,-1.1,-2.3,-0.1,12.3,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,chrisduarte,3749400.0,4089086.0
28,73,36,0,19.7,3.4,5.9,3.4,5.9,0.0,0.0,1.2,2.2,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,0.57,0.574,0.0,0.524,0.574,0.57,C,5.1,114.0,102,2.0,3.1,0.17,-0.1,1.4,1.3,1.2,21.0,18.0,34.1,26.2,13.7,2.7,4.2,18.5,19.0,andredrummond,2401537.0,2619110.0
22,77,40,0,27.4,3.6,6.9,2.7,4.5,0.9,2.4,0.7,1.0,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,0.52,0.596,0.376,0.679,0.596,0.585,G,3.0,113.0,115,1.7,1.3,0.069,-1.9,-0.1,-2.0,0.0,11.2,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,ayodosunmu,925258.0,1009084.0
22,51,51,0,32.6,5.7,14.2,3.2,6.6,2.5,7.7,3.2,3.7,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,0.404,0.487,0.332,0.843,0.541,0.493,G,1.4,104.0,115,0.2,1.1,0.04,-1.5,-0.7,-2.3,-0.1,12.3,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,luguentzdort,1782621.0,1944122.0
22,65,65,1,35.4,9.9,21.6,6.8,12.8,3.1,8.8,5.6,7.5,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,0.457,0.528,0.353,0.744,0.571,0.529,G-F,7.6,110.0,107,3.8,3.8,0.159,6.4,1.8,8.2,5.9,25.1,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,lukadoncic,10174391.0,11096166.0
28,67,51,0,29.6,4.6,11.0,2.9,6.0,1.7,4.9,2.9,3.8,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,0.416,0.479,0.339,0.774,0.543,0.493,G,4.1,114.0,115,2.7,1.4,0.098,0.8,-0.4,0.3,1.1,15.1,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,spencerdinwiddie,19314284.0,21064111.0
23,58,29,0,21.9,4.5,9.1,4.1,7.5,0.4,1.6,1.6,2.4,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0,0.496,0.55,0.247,0.65,0.541,0.518,G,2.1,107.0,111,0.6,1.5,0.079,-1.2,0.7,-0.5,0.5,15.7,5.6,18.7,11.8,9.8,2.7,1.2,9.0,21.8,hamidoudiallo,5200000.0,5671107.0
32,76,76,1,36.1,10.2,20.2,9.5,18.3,0.7,1.9,6.8,7.8,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,0.504,0.52,0.352,0.877,0.59,0.521,G-F,8.8,117.0,115,7.0,1.8,0.154,3.4,-0.9,2.5,3.1,23.1,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,demarderozan,26000000.0,28355537.0
28,40,40,0,35.1,9.3,17.4,8.9,15.6,0.3,1.8,4.4,6.1,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,0.532,0.571,0.186,0.713,0.578,0.542,F-C,4.5,115.0,109,2.6,2.0,0.155,2.6,1.2,3.8,2.0,23.9,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,anthonydavis,35361360.0,38565013.0
